date,opponent_team,opponent_league,team,league,team_game_no,opponent_score,team_score,win_loss,is_home
20220622,MIA,NL,COL,NL,69,7,4,0,0
20220622,MIL,NL,SLN,NL,71,4,5,1,0
20220622,PIT,NL,CHN,NL,69,5,14,1,0
20220622,SDN,NL,ARI,NL,71,10,4,0,0
20220622,ANA,AL,KCA,AL,68,5,0,0,0
20220622,BAL,AL,WAS,NL,72,7,0,0,0
20220622,BOS,AL,DET,AL,69,6,2,0,0
20220622,CHA,AL,TOR,AL,69,5,9,1,0
20220622,HOU,AL,NYN,NL,71,5,3,0,0
20220622,MIN,AL,CLE,AL,64,10,11,1,0
20220622,OAK,AL,SEA,AL,70,0,9,1,0
20220622,TBA,AL,NYA,AL,69,4,5,1,0
20220622,TEX,AL,PHI,NL,70,4,2,0,0
20220623,ATL,NL,SFN,NL,69,7,6,0,0
20220623,CIN,NL,LAN,NL,68,5,10,1,0
20220623,MIA,NL,COL,NL,70,3,2,0,0
20220623,MIL,NL,SLN,NL,72,6,4,0,0
20220623,PIT,NL,CHN,NL,70,8,7,0,0
20220623,SDN,NL,PHI,NL,71,2,6,1,0
20220623,CHA,AL,BAL,AL,71,0,4,1,0
20220623,MIN,AL,CLE,AL,65,1,0,0,0
20220623,NYA,AL,HOU,AL,69,7,6,0,0
20220623,OAK,AL,SEA,AL,71,1,2,1,0
20220624,ARI,NL,DET,AL,70,1,5,1,0
20220624,ATL,NL,LAN,NL,69,1,4,1,0
20220624,MIA,NL,NYN,NL,72,3,5,1,0
20220624,MIL,NL,TOR,AL,70,4,9,1,0
20220624,SDN,NL,PHI,NL,72,1,0,0,0
20220624,SFN,NL,CIN,NL,70,2,4,1,0
20220624,SLN,NL,CHN,NL,71,0,3,1,0
20220624,ANA,AL,SEA,AL,72,3,4,1,0
20220624,CHA,AL,BAL,AL,72,1,4,1,0
20220624,CLE,AL,BOS,AL,71,3,6,1,0
20220624,KCA,AL,OAK,AL,72,3,1,0,0
20220624,MIN,AL,COL,NL,71,0,1,1,0
20220624,NYA,AL,HOU,AL,70,1,3,1,0
20220624,TBA,AL,PIT,NL,70,4,3,0,0
20220624,TEX,AL,WAS,NL,73,1,2,1,0
20220625,ARI,NL,DET,AL,71,3,6,1,0
20220625,ATL,NL,LAN,NL,70,5,3,0,0
20220625,MIA,NL,NYN,NL,73,3,5,1,0
20220625,MIL,NL,TOR,AL,71,5,4,0,0
20220625,SDN,NL,PHI,NL,73,2,4,1,0
20220625,SFN,NL,CIN,NL,71,9,2,0,0
20220625,SLN,NL,CHN,NL,72,5,3,0,0
20220625,ANA,AL,SEA,AL,73,3,5,1,0
20220625,CHA,AL,BAL,AL,73,2,6,1,0
20220625,CLE,AL,BOS,AL,72,2,4,1,0
20220625,KCA,AL,OAK,AL,73,7,9,1,0
20220625,MIN,AL,COL,NL,72,6,0,0,0
20220625,NYA,AL,HOU,AL,71,0,3,1,0
20220625,TBA,AL,PIT,NL,71,6,5,0,0
20220625,TEX,AL,WAS,NL,74,3,2,0,0
20220626,ARI,NL,DET,AL,72,11,7,0,0
20220626,ATL,NL,LAN,NL,71,3,5,1,0
20220626,MIA,NL,NYN,NL,74,3,2,0,0
20220626,MIL,NL,TOR,AL,72,10,3,0,0
20220626,SDN,NL,PHI,NL,74,5,8,1,0
20220626,SFN,NL,CIN,NL,72,3,10,1,0
20220626,SLN,NL,CHN,NL,73,5,6,1,0
20220626,ANA,AL,SEA,AL,74,2,1,0,0
20220626,CHA,AL,BAL,AL,74,4,3,0,0
20220626,CLE,AL,BOS,AL,73,3,8,1,0
20220626,KCA,AL,OAK,AL,74,3,5,1,0
20220626,MIN,AL,COL,NL,73,6,3,0,0
20220626,NYA,AL,HOU,AL,72,6,3,0,0
20220626,TBA,AL,PIT,NL,72,4,2,0,0
20220626,TEX,AL,WAS,NL,75,4,6,1,0
20220627,COL,NL,LAN,NL,72,4,0,0,0
20220627,SLN,NL,MIA,NL,72,9,0,0,0
20220627,WAS,NL,PIT,NL,73,3,2,0,0
20220627,ANA,AL,CHA,AL,72,4,3,0,0
20220627,CLE,AL,MIN,AL,75,1,11,1,0
20220627,KCA,AL,TEX,AL,72,4,10,1,0
20220627,NYA,AL,OAK,AL,75,9,5,0,0
20220627,SEA,AL,BAL,AL,75,2,9,1,0
20220627,TOR,AL,BOS,AL,74,7,2,0,0
20220628,ARI,NL,SDN,NL,76,7,6,0,0
20220628,CHN,NL,CIN,NL,73,3,5,1,0
20220628,COL,NL,LAN,NL,73,7,4,0,0
20220628,NYN,NL,HOU,AL,73,1,9,1,0
20220628,PHI,NL,ATL,NL,75,3,5,1,0
20220628,SFN,NL,DET,AL,73,4,3,0,0
20220628,SLN,NL,MIA,NL,73,5,3,0,0
20220628,WAS,NL,PIT,NL,74,3,1,0,0
20220628,ANA,AL,CHA,AL,73,4,11,1,0
20220628,CLE,AL,MIN,AL,76,3,2,0,0
20220628,CLE,AL,MIN,AL,77,0,6,1,0
20220628,KCA,AL,TEX,AL,73,3,8,1,0
20220628,NYA,AL,OAK,AL,76,2,1,0,0
20220628,SEA,AL,BAL,AL,76,2,0,0,0
20220628,TBA,AL,MIL,NL,76,3,5,1,0
20220628,TOR,AL,BOS,AL,75,6,5,0,0
20220629,ARI,NL,SDN,NL,77,0,4,1,0
20220629,CHN,NL,CIN,NL,74,8,3,0,0
20220629,COL,NL,LAN,NL,74,4,8,1,0
20220629,NYN,NL,HOU,AL,74,0,2,1,0
20220629,PHI,NL,ATL,NL,76,1,4,1,0
20220629,SFN,NL,DET,AL,74,2,3,1,0
20220629,SLN,NL,MIA,NL,74,3,4,1,0
20220629,WAS,NL,PIT,NL,75,7,8,1,0
20220629,ANA,AL,CHA,AL,74,4,1,0,0
20220629,CLE,AL,MIN,AL,78,7,6,0,0
20220629,KCA,AL,TEX,AL,74,2,1,0,0
20220629,NYA,AL,OAK,AL,77,5,3,0,0
20220629,SEA,AL,BAL,AL,77,9,3,0,0
20220629,TBA,AL,MIL,NL,77,3,5,1,0
20220629,TOR,AL,BOS,AL,76,5,6,1,0
20220630,CHN,NL,CIN,NL,75,15,7,0,0
20220630,LAN,NL,SDN,NL,78,3,1,0,0
20220630,PHI,NL,ATL,NL,77,14,4,0,0
20220630,PIT,NL,MIL,NL,78,8,7,0,0
20220630,CLE,AL,MIN,AL,79,5,3,0,0
20220630,HOU,AL,NYA,AL,77,2,1,0,0
20220630,SEA,AL,OAK,AL,78,8,6,0,0
20220630,TOR,AL,TBA,AL,75,4,1,0,0
20220701,CHN,NL,BOS,AL,77,6,5,0,0
20220701,CIN,NL,ATL,NL,78,1,9,1,0
20220701,COL,NL,ARI,NL,77,3,9,1,0
20220701,LAN,NL,SDN,NL,79,5,1,0,0
20220701,NYN,NL,TEX,AL,75,4,3,0,0
20220701,PHI,NL,SLN,NL,79,5,3,0,0
20220701,PIT,NL,MIL,NL,79,2,19,1,0
20220701,SFN,NL,CHA,AL,75,0,1,1,0
20220701,WAS,NL,MIA,NL,75,3,6,1,0
20220701,DET,AL,KCA,AL,75,1,3,1,0
20220701,HOU,AL,ANA,AL,79,8,1,0,0
20220701,MIN,AL,BAL,AL,78,3,2,0,0
20220701,SEA,AL,OAK,AL,79,1,3,1,0
20220701,TOR,AL,TBA,AL,76,9,2,0,0
20220702,CHN,NL,BOS,AL,78,3,1,0,0
20220702,CIN,NL,ATL,NL,79,1,4,1,0
20220702,COL,NL,ARI,NL,78,11,7,0,0
20220702,LAN,NL,SDN,NL,80,7,2,0,0
20220702,NYN,NL,TEX,AL,76,3,7,1,0
20220702,PHI,NL,SLN,NL,80,6,7,1,0
20220702,PIT,NL,MIL,NL,80,7,4,0,0
20220702,SFN,NL,CHA,AL,76,3,5,1,0
20220702,WAS,NL,MIA,NL,76,3,5,1,0
20220702,CLE,AL,NYA,AL,78,4,13,1,0
20220702,CLE,AL,NYA,AL,79,1,6,1,0
20220702,DET,AL,KCA,AL,76,4,3,0,0
20220702,HOU,AL,ANA,AL,80,9,1,0,0
20220702,MIN,AL,BAL,AL,79,4,3,0,0
20220702,SEA,AL,OAK,AL,80,2,1,0,0
20220702,TOR,AL,TBA,AL,77,2,6,1,0
20220702,TOR,AL,TBA,AL,78,5,11,1,0
20220703,CHN,NL,BOS,AL,79,2,4,1,0
20220703,CIN,NL,ATL,NL,80,4,3,0,0
20220703,COL,NL,ARI,NL,79,6,5,0,0
20220703,LAN,NL,SDN,NL,81,2,4,1,0
20220703,NYN,NL,TEX,AL,77,4,1,0,0
20220703,PHI,NL,SLN,NL,81,4,0,0,0
20220703,PIT,NL,MIL,NL,81,0,2,1,0
20220703,SFN,NL,CHA,AL,77,4,13,1,0
20220703,WAS,NL,MIA,NL,77,4,7,1,0
20220703,CLE,AL,NYA,AL,80,2,0,0,0
20220703,DET,AL,KCA,AL,77,4,7,1,0
20220703,HOU,AL,ANA,AL,81,4,2,0,0
20220703,MIN,AL,BAL,AL,80,1,3,1,0
20220703,SEA,AL,OAK,AL,81,2,1,0,0
20220703,TOR,AL,TBA,AL,79,3,7,1,0
20220704,ARI,NL,SFN,NL,78,8,3,0,0
20220704,ATL,NL,SLN,NL,82,6,3,0,0
20220704,CIN,NL,NYN,NL,80,4,7,1,0
20220704,LAN,NL,COL,NL,80,5,3,0,0
20220704,MIL,NL,CHN,NL,80,5,2,0,0
20220704,SDN,NL,SEA,AL,82,2,8,1,0
20220704,WAS,NL,MIA,NL,78,2,3,1,0
20220704,BAL,AL,TEX,AL,78,7,6,0,0
20220704,BOS,AL,TBA,AL,80,4,0,0,0
20220704,CHA,AL,MIN,AL,83,3,6,1,0
20220704,DET,AL,CLE,AL,77,4,1,0,0
20220704,DET,AL,CLE,AL,78,5,3,0,0
20220704,HOU,AL,KCA,AL,78,7,6,0,0
20220704,OAK,AL,TOR,AL,81,5,1,0,0
20220705,ARI,NL,SFN,NL,79,6,2,0,0
20220705,ATL,NL,SLN,NL,83,7,1,0,0
20220705,CIN,NL,NYN,NL,81,1,0,0,0
20220705,LAN,NL,COL,NL,81,5,2,0,0
20220705,MIA,NL,ANA,AL,82,2,1,0,0
20220705,MIL,NL,CHN,NL,81,3,8,1,0
20220705,PHI,NL,WAS,NL,83,11,0,0,0
20220705,PIT,NL,NYA,AL,81,5,2,0,0
20220705,SDN,NL,SEA,AL,83,2,6,1,0
20220705,BAL,AL,TEX,AL,79,10,9,0,0
20220705,BOS,AL,TBA,AL,81,4,8,1,0
20220705,CHA,AL,MIN,AL,84,2,8,1,0
20220705,DET,AL,CLE,AL,79,11,4,0,0
20220705,HOU,AL,KCA,AL,79,9,7,0,0
20220705,OAK,AL,TOR,AL,82,5,3,0,0
20220706,ARI,NL,SFN,NL,80,5,7,1,0
20220706,ATL,NL,SLN,NL,84,3,0,0,0
20220706,CIN,NL,NYN,NL,82,3,8,1,0
20220706,LAN,NL,COL,NL,82,2,1,0,0
20220706,MIA,NL,ANA,AL,83,2,5,1,0
20220706,MIL,NL,CHN,NL,82,1,2,1,0
20220706,PHI,NL,WAS,NL,84,2,3,1,0
20220706,PIT,NL,NYA,AL,82,0,16,1,0
20220706,BAL,AL,TEX,AL,80,2,1,0,0
20220706,BOS,AL,TBA,AL,82,1,7,1,0
20220706,CHA,AL,MIN,AL,85,9,8,0,0
20220706,DET,AL,CLE,AL,80,8,2,0,0
20220706,HOU,AL,KCA,AL,80,4,7,1,0
20220706,OAK,AL,TOR,AL,83,1,2,1,0
20220707,ARI,NL,COL,NL,83,3,4,1,0
20220707,ATL,NL,SLN,NL,85,2,3,1,0
20220707,CIN,NL,PIT,NL,82,2,4,1,0
20220707,CIN,NL,PIT,NL,83,5,1,0,0
20220707,LAN,NL,CHN,NL,83,5,3,0,0
20220707,NYN,NL,MIA,NL,81,10,0,0,0
20220707,PHI,NL,WAS,NL,85,5,3,0,0
20220707,SDN,NL,SFN,NL,81,2,1,0,0
20220707,BAL,AL,ANA,AL,84,4,1,0,0
20220707,BOS,AL,NYA,AL,83,5,6,1,0
20220707,CHA,AL,DET,AL,82,1,2,1,0
20220707,HOU,AL,KCA,AL,81,5,2,0,0
20220707,SEA,AL,TOR,AL,84,8,3,0,0
20220708,ARI,NL,COL,NL,84,5,6,1,0
20220708,ATL,NL,WAS,NL,86,12,2,0,0
20220708,CIN,NL,TBA,AL,83,2,1,0,0
20220708,LAN,NL,CHN,NL,84,4,3,0,0
20220708,MIL,NL,PIT,NL,84,4,3,0,0
20220708,NYN,NL,MIA,NL,82,2,5,1,0
20220708,SDN,NL,SFN,NL,82,6,3,0,0
20220708,SLN,NL,PHI,NL,84,0,2,1,0
20220708,BAL,AL,ANA,AL,85,5,4,0,0
20220708,BOS,AL,NYA,AL,84,5,12,1,0
20220708,CHA,AL,DET,AL,83,5,7,1,0
20220708,KCA,AL,CLE,AL,81,4,3,0,0
20220708,OAK,AL,HOU,AL,83,3,8,1,0
20220708,SEA,AL,TOR,AL,85,5,2,0,0
20220708,TEX,AL,MIN,AL,86,6,5,0,0
20220709,ARI,NL,COL,NL,85,9,2,0,0
20220709,ATL,NL,WAS,NL,87,4,3,0,0
20220709,CIN,NL,TBA,AL,84,5,4,0,0
20220709,LAN,NL,CHN,NL,85,4,2,0,0
20220709,MIL,NL,PIT,NL,85,3,4,1,0
20220709,NYN,NL,MIA,NL,83,5,4,0,0
20220709,SDN,NL,SFN,NL,83,1,3,1,0
20220709,SLN,NL,PHI,NL,85,0,1,1,0
20220709,BAL,AL,ANA,AL,86,1,0,0,0
20220709,BOS,AL,NYA,AL,85,6,5,0,0
20220709,CHA,AL,DET,AL,84,8,0,0,0
20220709,KCA,AL,CLE,AL,82,1,13,1,0
20220709,OAK,AL,HOU,AL,84,3,2,0,0
20220709,SEA,AL,TOR,AL,86,2,1,0,0
20220709,TEX,AL,MIN,AL,87,9,7,0,0
20220710,ARI,NL,COL,NL,86,2,3,1,0
20220710,ATL,NL,WAS,NL,88,4,3,0,0
20220710,CIN,NL,TBA,AL,85,10,5,0,0
20220710,LAN,NL,CHN,NL,86,11,9,0,0
20220710,MIL,NL,PIT,NL,86,6,8,1,0
20220710,NYN,NL,MIA,NL,84,0,2,1,0
20220710,SDN,NL,SFN,NL,84,0,12,1,0
20220710,SLN,NL,PHI,NL,86,4,3,0,0
20220710,BAL,AL,ANA,AL,87,9,5,0,0
20220710,BOS,AL,NYA,AL,86,11,6,0,0
20220710,CHA,AL,DET,AL,85,4,2,0,0
20220710,KCA,AL,CLE,AL,83,5,1,0,0
20220710,OAK,AL,HOU,AL,85,1,6,1,0
20220710,SEA,AL,TOR,AL,87,6,5,0,0
20220710,TEX,AL,MIN,AL,88,5,6,1,0
20220711,ATL,NL,NYN,NL,87,1,4,1,0
20220711,COL,NL,SDN,NL,88,5,6,1,0
20220711,MIA,NL,PIT,NL,87,1,5,1,0
20220711,SFN,NL,ARI,NL,87,3,4,1,0
20220711,SLN,NL,PHI,NL,87,6,1,0,0
20220711,CLE,AL,CHA,AL,85,8,4,0,0
20220711,KCA,AL,DET,AL,86,3,1,0,0
20220711,KCA,AL,DET,AL,87,7,3,0,0
20220711,TBA,AL,BOS,AL,87,10,5,0,0
20220711,TEX,AL,OAK,AL,88,10,8,0,0
20220712,ATL,NL,NYN,NL,88,4,1,0,0
20220712,CHN,NL,BAL,AL,88,2,4,1,0
20220712,COL,NL,SDN,NL,89,5,3,0,0
20220712,MIA,NL,PIT,NL,88,2,3,1,0
20220712,SFN,NL,ARI,NL,88,13,0,0,0
20220712,SLN,NL,LAN,NL,86,7,6,0,0
20220712,ANA,AL,HOU,AL,86,5,6,1,0
20220712,CLE,AL,CHA,AL,86,4,1,0,0
20220712,CLE,AL,CHA,AL,87,0,7,1,0
20220712,KCA,AL,DET,AL,88,5,7,1,0
20220712,MIN,AL,MIL,NL,88,3,6,1,0
20220712,NYA,AL,CIN,NL,87,3,4,1,0
20220712,TBA,AL,BOS,AL,88,3,2,0,0
20220712,TEX,AL,OAK,AL,89,7,14,1,0
20220712,TOR,AL,PHI,NL,88,4,3,0,0
20220713,ATL,NL,NYN,NL,89,3,7,1,0
20220713,CHN,NL,BAL,AL,89,1,7,1,0
20220713,COL,NL,SDN,NL,90,10,6,0,0
20220713,MIA,NL,PIT,NL,89,5,4,0,0
20220713,SFN,NL,ARI,NL,89,4,3,0,0
20220713,SLN,NL,LAN,NL,87,6,7,1,0
20220713,WAS,NL,SEA,AL,88,4,6,1,0
20220713,WAS,NL,SEA,AL,89,1,2,1,0
20220713,ANA,AL,HOU,AL,87,7,1,0,0
20220713,CLE,AL,CHA,AL,88,1,2,1,0
20220713,KCA,AL,DET,AL,89,5,2,0,0
20220713,MIN,AL,MIL,NL,89,4,1,0,0
20220713,NYA,AL,CIN,NL,88,7,6,0,0
20220713,TBA,AL,BOS,AL,89,4,1,0,0
20220713,TEX,AL,OAK,AL,90,5,2,0,0
20220713,TOR,AL,PHI,NL,89,8,2,0,0
20220714,CHN,NL,NYN,NL,90,0,8,1,0
20220714,COL,NL,SDN,NL,91,8,5,0,0
20220714,MIA,NL,PIT,NL,90,3,2,0,0
20220714,SFN,NL,MIL,NL,90,2,3,1,0
20220714,SLN,NL,LAN,NL,88,0,4,1,0
20220714,WAS,NL,ATL,NL,91,4,5,1,0
20220714,ANA,AL,HOU,AL,88,2,3,1,0
20220714,CLE,AL,DET,AL,90,4,0,0,0
20220714,MIN,AL,CHA,AL,89,2,12,1,0
20220714,NYA,AL,CIN,NL,89,6,7,1,0
20220714,TBA,AL,BOS,AL,90,5,4,0,0
20220714,TEX,AL,SEA,AL,90,5,6,1,0
20220714,TOR,AL,KCA,AL,89,1,3,1,0
20220715,COL,NL,PIT,NL,91,13,2,0,0
20220715,MIA,NL,PHI,NL,90,1,2,1,0
20220715,SDN,NL,ARI,NL,90,5,3,0,0
20220715,SFN,NL,MIL,NL,91,8,5,0,0
20220715,SLN,NL,CIN,NL,90,7,3,0,0
20220715,WAS,NL,ATL,NL,92,4,8,1,0
20220715,ANA,AL,LAN,NL,89,1,9,1,0
20220715,CLE,AL,DET,AL,91,6,5,0,0
20220715,HOU,AL,OAK,AL,91,1,5,1,0
20220715,MIN,AL,CHA,AL,90,2,6,1,0
20220715,NYA,AL,BOS,AL,91,4,5,1,0
20220715,TBA,AL,BAL,AL,90,5,4,0,0
20220715,TEX,AL,SEA,AL,91,3,8,1,0
20220715,TOR,AL,KCA,AL,90,8,1,0,0
20220716,CHN,NL,NYN,NL,91,1,2,1,0
20220716,CHN,NL,NYN,NL,92,3,4,1,0
20220716,COL,NL,PIT,NL,92,2,0,0,0
20220716,MIA,NL,PHI,NL,91,0,10,1,0
20220716,SDN,NL,ARI,NL,91,4,3,0,0
20220716,SFN,NL,MIL,NL,92,2,1,0,0
20220716,SLN,NL,CIN,NL,91,11,3,0,0
20220716,WAS,NL,ATL,NL,93,3,6,1,0
20220716,ANA,AL,LAN,NL,90,1,7,1,0
20220716,CLE,AL,DET,AL,92,10,0,0,0
20220716,HOU,AL,OAK,AL,92,5,0,0,0
20220716,MIN,AL,CHA,AL,91,6,3,0,0
20220716,NYA,AL,BOS,AL,92,14,1,0,0
20220716,TBA,AL,BAL,AL,91,4,6,1,0
20220716,TEX,AL,SEA,AL,92,2,3,1,0
20220716,TOR,AL,KCA,AL,91,6,5,0,0
20220717,CHN,NL,NYN,NL,93,3,2,0,0
20220717,COL,NL,PIT,NL,93,3,8,1,0
20220717,MIA,NL,PHI,NL,92,0,4,1,0
20220717,SDN,NL,ARI,NL,92,1,3,1,0
20220717,SFN,NL,MIL,NL,93,9,5,0,0
20220717,WAS,NL,ATL,NL,94,7,3,0,0
20220717,HOU,AL,OAK,AL,93,3,4,1,0
20220717,MIN,AL,CHA,AL,92,0,11,1,0
20220717,NYA,AL,BOS,AL,93,13,2,0,0
20220717,TBA,AL,BAL,AL,92,7,5,0,0
20220717,TEX,AL,SEA,AL,93,2,6,1,0
20220717,TOR,AL,KCA,AL,92,4,2,0,0
20220721,LAN,NL,SFN,NL,92,9,6,0,0
20220721,MIA,NL,TEX,AL,91,0,8,1,0
20220721,HOU,AL,NYA,AL,93,3,2,0,0
20220721,HOU,AL,NYA,AL,94,7,5,0,0
20220721,OAK,AL,DET,AL,93,2,7,1,0
20220721,OAK,AL,DET,AL,94,5,0,0,0
20220722,ARI,NL,WAS,NL,95,10,1,0,0
20220722,ATL,NL,ANA,AL,93,8,1,0,0
20220722,CIN,NL,SLN,NL,95,9,5,0,0
20220722,LAN,NL,SFN,NL,93,5,1,0,0
20220722,MIL,NL,COL,NL,94,6,5,0,0
20220722,NYN,NL,SDN,NL,95,1,4,1,0
20220722,PHI,NL,CHN,NL,93,2,15,1,0
20220722,PIT,NL,MIA,NL,93,1,8,1,0
20220722,BAL,AL,NYA,AL,95,6,7,1,0
20220722,BOS,AL,TOR,AL,94,5,28,1,0
20220722,CHA,AL,CLE,AL,91,2,8,1,0
20220722,KCA,AL,TBA,AL,93,3,7,1,0
20220722,OAK,AL,TEX,AL,92,5,4,0,0
20220722,SEA,AL,HOU,AL,94,2,5,1,0
20220723,ARI,NL,WAS,NL,96,7,2,0,0
20220723,ATL,NL,ANA,AL,94,7,2,0,0
20220723,CIN,NL,SLN,NL,96,3,6,1,0
20220723,LAN,NL,SFN,NL,94,4,2,0,0
20220723,MIL,NL,COL,NL,95,9,4,0,0
20220723,NYN,NL,SDN,NL,96,1,2,1,0
20220723,PHI,NL,CHN,NL,94,2,6,1,0
20220723,PIT,NL,MIA,NL,94,1,0,0,0
20220723,BAL,AL,NYA,AL,96,6,3,0,0
20220723,BOS,AL,TOR,AL,95,1,4,1,0
20220723,CHA,AL,CLE,AL,92,4,7,1,0
20220723,CHA,AL,CLE,AL,93,5,4,0,0
20220723,DET,AL,MIN,AL,95,4,8,1,0
20220723,KCA,AL,TBA,AL,94,6,3,0,0
20220723,OAK,AL,TEX,AL,93,3,1,0,0
20220723,SEA,AL,HOU,AL,95,1,3,1,0
20220724,ARI,NL,WAS,NL,97,3,4,1,0
20220724,ATL,NL,ANA,AL,95,1,9,1,0
20220724,CIN,NL,SLN,NL,97,6,3,0,0
20220724,LAN,NL,SFN,NL,95,7,4,0,0
20220724,MIL,NL,COL,NL,96,10,9,0,0
20220724,NYN,NL,SDN,NL,97,8,5,0,0
20220724,PHI,NL,CHN,NL,95,3,4,1,0
20220724,PIT,NL,MIA,NL,95,5,6,1,0
20220724,BAL,AL,NYA,AL,97,0,6,1,0
20220724,BOS,AL,TOR,AL,96,4,8,1,0
20220724,CHA,AL,CLE,AL,94,6,3,0,0
20220724,DET,AL,MIN,AL,96,1,9,1,0
20220724,KCA,AL,TBA,AL,95,4,2,0,0
20220724,OAK,AL,TEX,AL,94,8,11,1,0
20220724,SEA,AL,HOU,AL,96,5,8,1,0
20220725,ARI,NL,SFN,NL,96,7,0,0,0
20220725,CHN,NL,PIT,NL,97,3,2,0,0
20220725,CIN,NL,MIA,NL,96,11,2,0,0
20220725,LAN,NL,WAS,NL,98,1,4,1,0
20220725,MIL,NL,COL,NL,97,0,2,1,0
20220725,PHI,NL,ATL,NL,98,6,4,0,0
20220725,BAL,AL,TBA,AL,96,5,1,0,0
20220725,BOS,AL,CLE,AL,95,3,1,0,0
20220725,DET,AL,SDN,NL,98,12,4,0,0
20220725,KCA,AL,ANA,AL,96,7,0,0,0
20220725,OAK,AL,HOU,AL,97,7,5,0,0
20220725,SEA,AL,TEX,AL,95,4,3,0,0
20220726,ARI,NL,SFN,NL,97,7,3,0,0
20220726,CHN,NL,PIT,NL,98,4,2,0,0
20220726,CIN,NL,MIA,NL,97,1,2,1,0
20220726,COL,NL,CHA,AL,97,1,2,1,0
20220726,LAN,NL,WAS,NL,99,3,8,1,0
20220726,MIL,NL,MIN,AL,97,7,6,0,0
20220726,NYN,NL,NYA,AL,98,6,3,0,0
20220726,PHI,NL,ATL,NL,99,3,6,1,0
20220726,BAL,AL,TBA,AL,97,5,3,0,0
20220726,BOS,AL,CLE,AL,96,3,8,1,0
20220726,DET,AL,SDN,NL,99,4,6,1,0
20220726,KCA,AL,ANA,AL,97,0,6,1,0
20220726,OAK,AL,HOU,AL,98,5,3,0,0
20220726,SEA,AL,TEX,AL,96,5,4,0,0
20220726,TOR,AL,SLN,NL,98,10,3,0,0
20220727,ARI,NL,SFN,NL,98,5,3,0,0
20220727,CIN,NL,MIA,NL,98,5,3,0,0
20220727,COL,NL,CHA,AL,98,6,5,0,0
20220727,LAN,NL,WAS,NL,100,7,1,0,0
20220727,MIL,NL,MIN,AL,98,10,4,0,0
20220727,NYN,NL,NYA,AL,99,3,2,0,0
20220727,PHI,NL,ATL,NL,100,7,2,0,0
20220727,BAL,AL,TBA,AL,98,4,6,1,0
20220727,BOS,AL,CLE,AL,97,6,7,1,0
20220727,DET,AL,SDN,NL,100,4,3,0,0
20220727,KCA,AL,ANA,AL,98,0,4,1,0
20220727,OAK,AL,HOU,AL,99,4,2,0,0
20220727,SEA,AL,TEX,AL,97,4,2,0,0
20220727,TOR,AL,SLN,NL,99,1,6,1,0
20220728,CIN,NL,MIA,NL,99,6,7,1,0
20220728,COL,NL,LAN,NL,98,0,13,1,0
20220728,PIT,NL,PHI,NL,99,7,8,1,0
20220728,SFN,NL,CHN,NL,98,4,2,0,0
20220728,ANA,AL,TEX,AL,98,0,2,1,0
20220728,BAL,AL,TBA,AL,99,3,0,0,0
20220728,BOS,AL,CLE,AL,98,4,2,0,0
20220728,HOU,AL,SEA,AL,100,4,2,0,0
20220728,NYA,AL,KCA,AL,99,1,0,0,0
20220728,TOR,AL,DET,AL,100,5,3,0,0
20220729,ATL,NL,ARI,NL,99,5,2,0,0
20220729,CIN,NL,BAL,AL,100,2,6,1,0
20220729,COL,NL,LAN,NL,99,4,5,1,0
20220729,MIA,NL,NYN,NL,99,4,6,1,0
20220729,PIT,NL,PHI,NL,100,2,4,1,0
20220729,SDN,NL,MIN,AL,99,10,1,0,0
20220729,SFN,NL,CHN,NL,99,2,4,1,0
20220729,WAS,NL,SLN,NL,100,2,6,1,0
20220729,ANA,AL,TEX,AL,99,2,7,1,0
20220729,BOS,AL,MIL,NL,100,1,4,1,0
20220729,CHA,AL,OAK,AL,102,3,7,1,0
20220729,HOU,AL,SEA,AL,101,11,1,0,0
20220729,NYA,AL,KCA,AL,100,11,5,0,0
20220729,TBA,AL,CLE,AL,99,1,4,1,0
20220729,TOR,AL,DET,AL,101,2,4,1,0
20220730,ATL,NL,ARI,NL,100,6,2,0,0
20220730,CIN,NL,BAL,AL,101,8,2,0,0
20220730,COL,NL,LAN,NL,100,5,3,0,0
20220730,MIA,NL,NYN,NL,100,0,4,1,0
20220730,PIT,NL,PHI,NL,101,1,2,1,0
20220730,SDN,NL,MIN,AL,100,4,7,1,0
20220730,SFN,NL,CHN,NL,100,5,4,0,0
20220730,WAS,NL,SLN,NL,101,7,6,0,0
20220730,ANA,AL,TEX,AL,100,9,7,0,0
20220730,BOS,AL,MIL,NL,101,4,9,1,0
20220730,CHA,AL,OAK,AL,103,3,2,0,0
20220730,HOU,AL,SEA,AL,102,4,5,1,0
20220730,NYA,AL,KCA,AL,101,8,2,0,0
20220730,TBA,AL,CLE,AL,100,6,4,0,0
20220730,TOR,AL,DET,AL,102,5,3,0,0
20220731,ATL,NL,ARI,NL,101,1,0,0,0
20220731,CIN,NL,BAL,AL,102,3,2,0,0
20220731,COL,NL,LAN,NL,101,3,7,1,0
20220731,MIA,NL,NYN,NL,101,3,9,1,0
20220731,PIT,NL,PHI,NL,102,2,8,1,0
20220731,SDN,NL,MIN,AL,101,3,2,0,0
20220731,SFN,NL,CHN,NL,101,4,0,0,0
20220731,WAS,NL,SLN,NL,102,0,5,1,0
20220731,ANA,AL,TEX,AL,101,2,5,1,0
